facility_id,facility_name,facility_type,lga_name,ward_name,longitude,latitude,staff_total
HF0058,Zamjidu Rural Health Post,HEALTH POST,KATSUMA,Balawo,8.102854,10.795986,20
HF0002,Daibewo Rural PHC,Primary health centre,gwarin,Sokmiri,7.404879,11.341587,3
HF0181,Kungomi Model PHC,Primary Health Center,Idi-Oro,Balawo,8.272617,11.024609,17
HF0179,Baluru Central Health Post,Health post,KATSUMA,Daibewo,8.125829,10.676134,22
HF0122,Balawo Central PHC,Primary Health Centre,Katsuma,Suwade,7.909512,11.150823,2
HF0013,Kungomi PHC,PHC,GWARIN,Zamjidu,7.718624,10.992415,18
HF0174,Uzoyosa Rural Health Post,Health post,Idi Oro,Suwade,7.924904,11.165183,22
HF0155,Uzoyosa Model Cottage Hospital,Cottage hospital,ilela,Ngenuta,7.692017,11.440652,3
HF0100,Ngenuta North Cottage Hospital,Cottage Hospital,Katsuma,Suwade,7.989073,11.001346,17
HF0196,Zamjidu South PHC,Primary Health Center,Katsuma ,Kungomi,"7,329459",10.889865,7
HF0024,Hanjile Central Cottage Hospital,Cottage hospital,Idi Oro,Sokmiri,7.235263,10.854129,5
HF0088,Uzoyosa Rural Health Post,Health post,Idi-oro,Dazata,7.770934,10.502401,2
HF0129,Daibewo PHC,Primary Health Centre,Ilela,Ngenuta,8.148197,10.595396,4
HF0040,Ngenuta Model Cottage Hospital,Cottage Hospital,Katsuma,Maljiwo,6.977562,11.437723,16
HF0005,Jostile Rural PHC ,Primary Health Centre,GWARIN,Uzoyosa,8.326903,10.812374,16
HF0049,Daibewo Central PHC,Primary Health Center,Idi-oro,Daberi,7.833235,10.678181,8
HF0072,Uzoyosa North Cottage Hospital,Cottage Hospital,Katsuma ,Suwade,7.588978,10.711784,3
HF0194,  Sokmiri Cottage Hospital ,Cottage Hospital,gwarin,Lokshasa,7.532506,10.520803,4
HF0016,Zamjidu Rural Cottage Hospital,Cottage hospital,IDI-ORO,Tasayi,8.355463,11.088724,8
HF0182,Ngenuta Central Cottage Hospital,Cottage Hospital,Idi-Oro,Hanjile,7.912769,11.051069,8
HF0167,Baluru Central Cottage Hospital,Cottage Hospital,Idi Oro,Baluru,10.519154,7.469197,16
HF0069,  Baluru North Health Post ,Health Post, Gwarin,Daibewo,7.978867,11.430345,12
HF0042,Kungomi Rural Cottage Hospital,Cottage Hospital,Idi-oro,Yeluwa,8.345646,11.478788,13
HF0169,Adwade PHC,Primary Health Centre,ILELA,Balawo,7.055667,11.283417,19
HF0064,Zamjidu Model Cottage Hospital,Cottage hospital,IDI-ORO,Zamjidu,7.711591,11.212027,18
HF0198,Lokshasa Model PHC,Primary Health Centre,Katsuma,Balawo,7.608969,11.307524,9
HF0021,Lokshasa Rural Cottage Hospital,Cottage Hospital,Katsuma,Daibewo,7.581824,11.507593,19
HF0160,Kungomi North Cottage Hospital,Cottage Hospital,Idi Oro,Daberi,7.483596,10.631010,2
HF0082,  Daibewo Central Cottage Hospital ,Cottage hospital,ILELA,Hanjile,7.282497,10.663418,24
HF0057,  Jostile PHC ,PHC,Idi Oro,Tasayi,7.350352,11.483767,23
HF0152,Lokshasa Central Cottage Hospital,Cottage hospital,Gwarin,Hanjile,7.307276,11.418333,23
HF0018,Uzoyosa Rural PHC,Primary Health Centre,ilela,Zamjidu,7.539645,11.278828,8
HF0113,Jostile Central Cottage Hospital,Cottage Hospital,GWARIN,Uzoyosa,7.826843,11.471466,17
HF0106,Zamjidu Model PHC,PHC,gwarin,Suwade,7.740588,10.882182,9
HF0126,Sokmiri Cottage Hospital,Cottage Hospital,idi-oro,Daibewo,7.752545,10.901316,9
HF0190,Suwade Cottage Hospital,Cottage Hospital,ILELA,Baluru,7.192745,11.226525,15
HF0076,Dazata Health Post,Health post,ilela,Daibewo,8.074071,10.546056,13
HF0010,  Lokshasa Health Post ,Health Post,gwarin,Jostile,7.517835,10.717443,9
HF0147,Maljiwo PHC,Primary Health Centre, Gwarin,Zamjidu,8.075746,11.220100,10
HF0102,Uzoyosa Rural PHC,Primary health centre,Katsuma,Baluru,,,19
HF0193,Suwade South Health Post,HEALTH POST,GWARIN,Jostile,8.117031,11.422267,15
HF0054,Zamjidu South Health Post,Health Post, Gwarin,Sokmiri,7.797362,10.679741,18
HF0163,Daberi North PHC,Primary Health Centre,Idi-oro,Jostile,7.535061,10.415852,23
HF0107,  Adwade North Health Post ,HEALTH POST,idi-oro,Balawo,7.372709,10.929492,10
HF0192,Adwade Rural Cottage Hospital,Cottage Hospital,Katsuma,Ngenuta,7.875499,11.027566,6
HF0132,Balawo South Health Post,Health post,Idi-oro,Dazata,7.827905,11.125196,10
HF0114,Daberi South PHC,Primary Health Centre,Ilela,Tasayi,7.513252,10.526194,4
